age,workclass,education,education_num,marital_status,occupation,relationship,race,capital_gain,capital_loss,hours_per_week,native_country,sex_encoded,income
29,2,5,3,6,2,5,4,0,0,79,9,1,1
40,2,8,5,4,13,3,4,0,0,73,9,0,0
65,1,2,14,2,3,5,4,0,0,55,9,0,0
80,2,6,13,0,1,3,4,36199,0,81,9,0,1
50,2,15,1,2,9,1,3,0,0,76,9,1,0
63,2,12,1,4,1,4,4,0,0,87,9,1,1
45,2,6,11,2,7,1,4,0,0,17,9,0,0
43,6,5,12,0,12,0,2,0,0,26,9,0,0
30,2,2,1,2,9,2,4,0,0,25,9,1,0
67,0,4,5,0,12,3,4,0,0,26,9,1,0
80,2,11,14,2,5,5,4,0,0,14,9,0,0
40,2,11,11,4,11,0,2,39454,0,87,9,0,0
32,2,1,4,2,8,3,4,0,0,88,9,0,0
54,2,2,13,4,0,4,4,0,0,91,9,1,0
70,2,0,15,2,9,2,4,0,0,31,9,1,1
30,5,8,2,4,3,5,4,2927,0,5,9,0,0
87,2,4,15,2,0,2,4,48316,0,70,0,0,0
30,2,4,12,4,2,3,4,0,0,92,9,1,0
73,2,14,3,2,6,1,4,0,0,63,9,0,0
50,2,0,9,0,3,5,1,0,0,85,9,0,0
64,2,4,2,2,8,3,4,0,0,21,9,1,0
67,5,9,9,0,6,4,4,0,0,80,9,0,0
68,0,7,2,4,12,5,3,0,0,49,9,1,0
41,0,1,3,0,7,4,2,0,744,40,9,0,0
59,2,4,3,4,8,4,4,0,0,9,9,1,0
56,2,2,4,0,0,1,4,0,0,33,9,1,1
65,2,11,3,4,1,0,4,0,0,70,9,1,0
31,2,2,11,2,7,3,4,0,0,44,9,1,1
59,0,15,12,2,5,4,1,0,828,58,9,1,1
25,2,10,8,2,0,5,4,0,0,84,5,1,1
46,2,15,3,4,5,5,4,0,0,26,9,0,0
55,2,1,8,2,11,2,4,0,0,1,9,1,0
59,2,11,9,4,2,3,4,0,0,68,9,1,1
89,0,5,1,2,1,4,4,0,0,27,9,1,0
43,2,13,6,5,2,2,4,0,0,58,3,1,1
50,6,13,13,2,2,4,4,0,1370,42,9,0,1
53,2,6,6,2,7,2,4,0,0,81,9,0,0
62,2,0,8,4,8,0,4,0,0,81,9,0,0
48,2,12,14,6,7,2,4,0,0,2,9,0,0
79,2,6,9,4,3,3,4,0,0,3,9,0,0
51,2,0,3,4,5,3,4,0,0,93,9,1,0
70,2,11,7,4,7,3,4,0,0,50,9,1,0
68,2,7,4,0,3,2,4,0,0,85,5,1,0
49,2,13,10,2,8,0,2,0,0,32,9,0,0
69,2,11,15,4,7,4,2,0,0,13,9,0,0
58,4,1,4,2,9,0,4,0,0,96,9,1,0
54,2,11,10,4,7,4,4,0,0,32,5,1,0
20,6,1,14,2,6,2,4,0,0,71,9,1,0
43,2,4,1,4,6,0,3,0,0,29,9,1,1
32,2,7,4,2,13,1,4,0,0,71,9,0,0
46,2,14,15,2,12,1,4,0,0,33,9,0,0
57,2,5,6,2,9,0,4,0,0,65,9,1,1
77,2,6,6,2,4,3,2,0,0,69,9,1,1
50,2,8,7,4,3,3,4,0,0,17,9,1,0
63,2,12,15,4,3,1,4,0,0,16,9,1,0
17,2,2,13,2,13,0,4,0,0,16,9,0,1
79,2,8,5,2,5,2,4,0,0,49,9,1,0
42,2,1,13,2,12,0,1,98122,0,69,9,0,1
22,2,11,12,2,5,2,4,0,0,93,9,1,1
86,3,3,6,2,0,1,2,0,0,12,9,0,0
54,2,2,10,2,2,5,2,0,0,80,9,1,0
67,2,7,1,4,12,1,4,0,0,35,9,1,0
51,2,12,13,2,7,5,4,0,0,91,5,0,0
24,2,13,6,0,9,3,4,0,0,72,9,1,1
30,2,5,12,4,10,2,2,0,0,38,9,1,0
60,2,2,7,4,3,1,4,28442,0,74,9,1,1
76,2,11,9,5,8,4,4,0,0,84,9,0,1
56,2,11,5,2,2,3,4,0,0,68,9,0,0
22,2,0,5,4,1,4,4,0,0,53,9,1,1
45,6,12,14,6,11,1,4,0,0,69,9,1,0
41,4,3,12,2,5,5,4,0,0,13,1,1,0
56,2,3,2,4,6,0,4,0,0,33,9,0,0
32,5,6,14,4,7,1,2,0,0,46,9,0,1
40,2,11,2,5,6,4,2,0,0,72,9,0,0
40,2,9,10,4,4,3,4,0,0,46,9,1,0
46,2,11,10,2,3,0,2,0,0,21,9,1,1
66,5,12,12,2,2,5,4,0,0,29,9,1,1
77,2,6,12,0,6,0,4,0,0,76,9,0,1
33,2,14,5,4,4,5,2,0,0,9,3,1,0
34,2,0,8,2,10,2,4,0,0,70,9,1,0
75,4,15,14,2,0,1,4,0,0,97,9,1,1
40,2,6,10,5,4,1,4,0,0,67,9,1,1
77,2,1,11,0,9,2,4,0,0,71,9,1,0
60,2,2,9,4,10,5,4,0,0,75,9,1,0
51,2,0,6,6,13,5,4,0,0,84,2,1,1
68,2,11,11,4,0,3,4,0,0,74,9,1,0
24,1,6,2,4,13,0,4,66129,0,16,9,1,1
37,2,9,15,6,13,2,4,0,0,90,9,1,1
30,2,5,4,2,1,4,4,0,0,24,9,0,0
65,2,11,15,4,0,2,2,0,0,91,9,0,0
79,6,13,3,4,10,3,4,0,0,62,9,1,0
44,3,5,15,2,3,5,4,0,0,86,9,0,0
23,2,15,3,0,9,3,4,0,0,72,9,0,0
45,2,9,2,0,10,1,4,0,0,36,9,1,0
42,2,10,14,0,1,4,4,0,0,3,9,1,0
69,2,13,5,0,3,0,4,0,0,33,9,1,0
82,2,2,15,0,5,0,4,0,0,55,9,1,0
39,2,13,3,2,11,0,4,0,0,66,9,1,0
19,1,10,14,4,6,3,4,0,0,90,9,1,0
22,2,2,9,4,5,1,4,0,0,30,9,0,0
45,2,10,11,2,9,0,2,0,0,63,9,0,0
48,2,13,12,0,8,4,4,0,0,52,9,1,1
30,2,6,9,4,6,4,2,34844,0,63,9,1,1
34,2,3,15,2,11,2,4,0,0,45,9,1,0
56,2,14,14,2,1,5,4,0,0,80,5,1,1
79,2,12,15,4,9,3,4,0,0,52,9,0,0
31,2,1,15,2,6,2,4,0,0,88,9,1,0
74,6,6,4,4,12,5,4,0,0,98,9,1,1
78,4,0,1,2,8,4,4,0,0,3,9,1,0
21,4,0,10,4,1,3,4,0,0,44,9,1,0
88,2,9,2,2,1,0,4,0,0,33,9,1,1
42,2,0,12,2,11,2,4,0,0,33,9,1,1
34,2,15,11,4,0,5,4,0,0,18,9,1,0
38,2,8,15,0,5,1,4,0,0,63,9,1,1
87,2,1,6,2,8,5,4,0,0,55,9,1,1
41,2,15,2,0,5,3,4,0,0,83,9,1,0
31,2,9,3,0,13,3,4,46768,0,96,9,1,0
57,3,13,11,2,5,5,4,15537,4128,93,9,1,0
86,2,11,8,2,11,5,4,0,0,70,9,1,1
45,5,5,4,2,10,2,4,37497,0,16,9,1,0
51,2,3,2,2,9,0,4,0,0,48,3,1,1
34,4,15,9,4,3,2,4,0,0,29,9,1,0
84,2,6,11,4,12,4,4,0,0,16,9,1,1
52,2,4,4,2,9,3,2,0,0,85,9,1,1
84,2,2,6,5,9,5,4,30804,0,88,9,1,0
74,6,14,8,4,8,5,4,0,0,52,9,1,0
89,3,1,13,4,12,0,4,0,0,68,6,1,1
76,2,5,6,2,12,2,4,44262,0,67,9,1,1
57,2,15,3,4,3,5,4,0,0,27,9,1,1
71,4,4,8,2,4,0,4,0,0,40,9,1,0
65,6,13,7,2,3,0,4,0,0,75,7,0,1
23,2,1,10,2,13,5,4,0,0,5,9,0,0
56,2,12,8,4,2,2,4,0,0,2,9,1,0
26,2,7,9,4,2,1,1,0,0,74,9,1,1
26,2,12,10,4,5,0,4,0,0,54,9,0,0
53,2,14,12,0,11,2,4,0,0,19,5,1,0
28,6,4,11,0,13,3,4,0,0,82,9,0,0
40,3,4,13,2,8,4,2,0,0,33,9,1,1
66,2,12,9,0,12,2,4,0,0,86,9,1,1
59,4,0,4,3,9,4,4,0,0,84,9,1,1
48,2,1,12,0,2,2,0,24134,0,28,9,1,0
62,2,10,10,4,4,5,4,0,0,47,9,1,0
28,5,9,9,4,7,2,4,0,4249,22,9,0,0
68,2,15,7,4,2,0,4,0,0,51,9,1,0
47,4,9,13,2,11,3,2,0,0,62,9,0,1
45,5,1,4,4,1,4,4,0,0,37,9,1,1
32,2,6,1,4,5,2,4,0,0,90,9,0,0
18,2,14,5,2,8,4,4,0,0,6,9,0,0
47,2,2,6,0,11,1,4,0,0,30,9,1,0
66,2,14,7,4,6,4,4,0,0,38,9,0,0
50,2,1,4,2,5,1,4,0,0,22,9,1,1
59,2,1,1,2,4,1,4,0,0,53,9,1,1
36,2,8,14,5,6,4,4,0,0,54,9,1,1
56,2,3,8,0,6,4,4,0,4009,78,9,0,0
85,4,6,9,0,5,4,2,0,0,17,5,0,0
87,2,4,15,4,11,3,4,0,0,12,9,1,1
88,2,9,14,4,9,3,4,50964,0,79,4,0,0
68,2,13,15,4,7,4,4,0,0,96,8,0,0
59,1,12,12,4,9,2,4,0,0,88,9,1,0
30,1,12,7,0,8,0,4,0,0,78,9,1,1
69,2,11,4,2,6,4,4,0,0,46,9,0,0
65,2,8,1,2,11,1,4,0,0,90,9,1,1
49,2,3,8,4,4,5,4,0,0,76,9,0,0
19,6,14,11,2,7,4,4,0,0,63,9,0,1
59,2,6,3,4,6,3,4,0,0,32,9,1,1
33,2,2,12,4,5,3,4,0,0,8,7,0,0
50,2,1,6,1,12,2,4,0,0,31,9,0,0
21,2,0,13,2,4,3,3,7665,0,53,9,1,0
54,4,10,6,4,13,0,4,0,0,59,9,0,0
49,2,14,1,2,3,4,4,38764,2213,40,9,1,1
29,1,0,11,4,6,2,4,0,0,51,9,0,0
61,2,11,9,2,11,0,4,0,0,61,9,1,0
84,2,10,13,2,11,0,4,0,0,4,9,0,0
46,2,3,11,4,13,4,4,0,3964,76,9,1,0
86,2,8,7,0,12,3,4,0,0,40,9,0,1
84,2,1,7,2,12,1,4,0,0,63,9,1,0
87,2,10,8,4,0,2,4,0,0,85,4,0,0
68,3,12,10,2,0,4,4,0,0,33,9,0,0
34,2,7,10,2,1,3,4,0,0,52,9,1,1
87,2,12,5,4,13,4,4,0,0,42,9,1,0
33,2,12,11,2,8,0,4,0,0,10,8,0,0
69,2,12,5,2,7,1,4,0,0,65,9,1,0
76,2,3,15,4,12,1,4,0,0,70,9,0,0
31,1,8,15,4,6,0,4,0,0,61,9,1,1
57,2,4,11,2,9,2,4,0,0,57,9,0,1
47,2,10,5,0,8,2,4,0,0,56,9,0,0
74,1,11,4,2,9,5,2,0,0,85,9,1,1
75,2,0,8,2,2,3,4,0,0,19,9,1,1
41,2,9,3,2,8,1,4,40692,0,17,9,1,0
79,2,5,10,2,8,0,4,0,0,6,9,1,1
75,3,8,15,5,7,2,4,62790,0,75,9,0,1
59,2,6,2,2,11,2,4,0,0,29,9,1,0
33,2,1,5,4,12,2,4,0,0,3,9,1,0
47,5,7,7,2,2,3,4,0,0,24,9,0,0
25,2,3,10,2,6,0,4,0,0,11,9,0,0
88,6,10,15,2,8,4,4,33148,0,26,9,1,1
28,2,4,12,4,6,5,4,0,0,79,9,1,1
35,2,12,5,6,4,3,4,0,0,68,9,1,0
18,2,11,7,5,2,2,4,0,0,54,9,0,0
51,6,2,5,2,5,3,4,0,0,15,9,1,1
81,2,15,8,2,11,2,4,0,0,15,9,1,0
84,2,1,11,4,8,5,4,0,0,86,9,0,0
73,2,7,6,1,9,5,2,0,0,63,9,0,0
45,1,7,14,2,5,0,4,22100,0,94,9,1,1
44,2,9,11,2,8,3,2,0,0,18,5,1,1
49,2,14,11,2,9,0,4,0,0,86,9,1,1
20,2,5,3,4,8,2,4,0,0,25,9,1,1
30,4,8,11,1,6,3,2,0,3457,40,9,1,1
41,2,1,10,2,12,3,4,0,0,83,9,1,0
17,5,1,9,4,5,3,4,5662,0,29,9,1,0
22,2,14,15,4,2,3,4,0,0,6,5,0,0
26,2,10,1,4,11,0,2,0,0,55,9,0,0
45,2,3,12,2,2,4,4,0,0,44,9,0,0
76,2,4,12,0,4,0,4,0,0,68,9,0,1
46,6,2,13,2,5,3,4,0,0,30,9,1,0
76,2,7,3,4,3,1,4,0,0,79,9,1,1
75,2,0,11,0,12,2,4,0,0,18,9,1,1
61,2,14,5,0,1,4,4,0,0,55,9,1,0
27,6,2,5,2,6,5,4,0,0,6,9,1,0
30,2,8,15,4,0,2,4,0,0,67,9,0,1
71,2,10,15,2,0,2,4,0,0,92,9,0,1
62,2,6,11,4,1,3,2,0,0,58,9,1,1
40,2,12,13,5,7,2,4,0,0,95,9,1,0
46,4,14,1,2,5,0,4,0,0,95,9,1,1
39,2,8,15,2,13,2,4,0,2189,97,9,1,0
77,2,14,15,4,9,1,4,0,0,42,8,1,1
78,2,9,2,4,7,3,4,0,0,38,9,1,0
69,2,7,12,4,12,0,4,99373,0,33,9,0,1
27,6,14,9,4,5,0,4,0,2291,80,9,1,0
24,4,15,9,5,6,0,4,0,0,28,9,1,1
28,2,13,4,2,12,2,4,0,0,18,9,1,0
47,2,11,13,0,5,2,4,0,0,25,9,1,1
51,2,15,10,0,13,4,4,0,0,29,8,1,0
42,3,0,14,4,5,2,4,0,0,39,9,1,0
72,2,15,13,2,5,3,4,0,0,3,9,1,0
42,2,10,15,2,13,1,4,0,0,24,9,1,1
65,2,15,8,2,3,0,2,0,0,17,9,0,0
21,6,12,15,2,7,3,2,22741,0,67,9,0,0
44,2,14,14,4,13,4,4,0,0,73,9,0,0
85,2,7,15,2,5,2,4,0,0,35,4,1,1
59,2,1,11,0,4,5,2,0,0,49,9,1,1
23,4,3,2,0,4,3,4,0,0,59,9,1,1
27,2,3,13,2,4,3,4,0,0,60,9,1,1
86,2,4,10,2,13,4,4,0,0,34,5,1,0
89,2,2,3,4,13,3,4,0,0,16,9,1,0
74,2,1,15,2,3,1,4,0,0,81,9,1,0
39,2,15,14,2,12,1,4,0,0,75,9,0,0
88,2,5,8,0,3,3,4,0,0,97,9,1,0
25,2,13,6,4,13,3,4,0,0,35,5,1,0
47,2,7,9,4,8,1,4,0,0,47,9,1,0
45,2,4,5,2,2,4,4,0,1063,80,9,1,0
26,2,6,4,4,5,0,4,0,0,17,9,1,1
78,2,3,14,2,2,5,4,0,0,73,9,0,1
78,2,14,11,2,2,4,4,0,0,51,9,1,1
20,2,5,9,4,5,2,4,0,0,22,0,1,0
89,2,5,10,4,6,1,4,0,0,93,9,1,1
39,2,3,13,4,6,5,4,0,0,46,9,1,0
75,3,10,6,2,2,2,4,0,0,96,5,0,1
46,2,6,5,0,11,4,4,0,1539,81,9,0,0
69,2,0,15,4,5,0,4,0,0,2,9,1,0
23,2,2,9,0,1,5,4,0,0,39,9,1,0
33,2,4,15,0,8,3,4,0,0,90,9,0,1
75,2,14,9,4,13,2,4,0,0,76,9,0,1
20,0,8,12,4,13,2,4,5519,0,47,9,1,1
57,2,6,10,2,7,2,4,0,0,19,9,1,0
48,2,1,15,4,12,2,2,0,0,22,9,1,0
17,2,11,10,2,8,4,4,0,0,27,9,0,1
67,2,6,4,4,12,2,4,0,0,24,9,1,1
63,6,1,15,2,11,3,4,75953,0,40,9,0,1
48,2,6,5,2,4,3,4,0,0,53,9,1,0
50,2,6,3,6,5,4,1,0,0,85,9,0,1
28,2,8,13,0,1,4,2,0,0,78,9,1,0
21,2,12,12,2,7,4,4,0,0,22,9,1,0
83,4,10,12,0,7,2,4,0,0,95,9,0,0
18,2,11,10,4,5,4,4,76070,0,52,9,1,1
89,2,1,1,2,11,2,2,0,0,66,9,1,0
66,2,12,12,4,2,3,4,0,0,94,9,0,1
39,2,15,11,5,5,5,4,0,0,13,9,0,0
58,2,0,14,5,6,2,4,0,0,44,9,0,0
36,2,7,7,4,3,3,4,90485,0,83,9,0,1
50,2,12,14,4,13,0,4,0,0,52,9,0,1
27,2,0,13,2,10,1,4,0,2390,27,9,1,1
39,2,15,1,4,12,0,2,0,0,16,9,0,0
25,2,15,7,4,13,0,4,0,0,80,9,1,1
29,2,4,5,4,5,4,4,0,0,17,9,1,0
72,2,11,5,4,2,5,4,41227,0,70,9,1,1
50,2,5,8,0,12,4,4,0,0,10,9,1,1
23,2,15,13,4,8,1,4,0,0,51,9,1,0
36,5,8,5,0,8,0,4,9896,0,93,9,1,0
26,2,3,3,4,3,4,4,0,0,35,9,0,0
78,2,8,4,4,6,1,2,0,0,64,9,0,1
23,3,15,1,2,10,2,4,0,0,27,9,1,0
68,6,0,11,2,7,1,4,0,0,6,0,0,0
69,1,2,4,4,13,4,4,0,0,96,9,1,0
36,2,12,3,2,0,0,4,0,0,63,9,0,0
66,2,15,3,2,0,3,4,0,0,12,9,1,0
62,2,12,4,2,3,5,4,0,0,4,9,1,0
76,5,8,8,2,11,0,1,0,0,10,9,0,0
65,2,0,5,2,5,0,4,0,0,84,9,1,1
65,2,2,8,4,8,1,4,0,1737,9,9,0,0
18,2,13,14,4,5,3,4,0,0,89,9,1,1
89,2,14,2,4,11,0,4,64922,0,94,9,1,1
25,2,3,10,4,13,2,4,44840,0,17,9,1,1
54,6,3,5,2,3,0,4,0,0,61,9,1,0
82,4,13,1,4,8,5,4,0,0,82,9,0,0
88,1,9,3,4,11,5,1,0,0,28,9,0,0
54,2,1,9,2,11,2,4,0,0,33,9,1,0
61,2,14,4,4,5,2,4,0,0,95,9,1,0
35,2,5,13,6,11,0,4,0,2686,28,9,0,0
38,2,3,4,4,3,3,4,0,0,3,9,1,0
75,2,0,3,4,1,1,4,0,4096,40,9,0,0
36,6,0,3,0,11,5,4,0,0,24,9,1,0
19,4,2,4,0,2,3,4,42962,0,90,9,1,1
74,0,12,6,0,3,2,4,0,0,35,9,1,0
28,2,6,13,2,5,1,4,0,0,96,9,1,1
65,2,1,15,2,2,2,4,0,0,13,9,0,0
62,2,2,15,6,8,4,2,0,2630,4,9,0,0
86,3,1,5,2,13,4,4,0,0,41,6,0,0
60,2,4,3,4,9,4,4,0,0,71,9,1,1
65,2,4,1,4,12,3,2,0,0,39,9,1,0
24,4,9,11,2,3,5,4,0,3175,52,9,1,0
70,2,6,11,4,0,2,4,0,0,89,9,1,0
53,2,14,14,0,0,3,4,48676,0,49,9,0,0
18,2,9,12,2,7,5,4,0,0,78,9,1,0
86,2,5,7,2,0,2,4,0,0,25,9,1,0
53,6,14,7,4,5,2,4,0,4087,1,9,1,0
54,5,6,2,4,13,0,4,0,0,3,9,1,0
42,2,0,11,5,0,5,4,0,0,39,9,0,0
28,2,5,8,2,5,3,2,0,582,80,9,1,1
67,2,5,5,2,12,1,4,0,0,19,3,0,0
71,2,11,3,4,0,4,4,0,0,23,9,1,1
40,2,15,6,4,4,4,4,0,0,39,9,0,0
29,2,8,6,4,2,2,4,0,0,73,9,1,1
71,2,5,15,2,8,5,2,0,0,15,9,0,0
18,3,10,5,5,1,2,4,0,0,39,9,1,0
36,3,14,9,2,2,3,1,0,0,97,9,1,0
18,4,12,15,4,10,5,4,0,0,78,9,1,1
85,2,2,14,4,3,4,4,0,0,9,9,1,1
49,2,6,7,2,9,2,4,0,0,79,9,0,0
76,2,11,5,4,9,1,2,0,0,15,5,0,1
26,2,1,8,2,13,2,4,0,0,27,2,0,0
65,6,14,1,4,10,0,4,0,0,96,9,0,0
82,1,14,9,0,7,1,4,0,0,57,9,1,1
75,2,8,9,6,0,5,4,0,0,59,9,1,0
32,2,10,5,4,4,4,1,0,1688,86,5,1,0
53,1,3,5,4,8,2,2,0,0,26,9,1,1
23,2,11,9,4,1,2,4,0,509,14,9,1,1
78,2,2,8,2,8,2,4,0,3314,4,9,1,0
76,5,11,5,2,11,1,4,0,0,50,9,1,0
56,2,6,8,2,11,1,4,0,0,10,9,1,0
37,2,9,7,4,3,1,4,0,0,23,9,0,0
72,2,15,14,4,8,0,4,0,0,43,9,1,0
22,2,3,12,2,11,5,4,0,0,41,9,1,0
89,2,2,11,5,9,3,4,0,0,26,9,1,1
54,2,5,13,4,0,3,4,0,0,96,9,1,1
48,2,2,4,4,7,4,4,0,0,21,9,1,0
46,1,3,7,2,4,5,3,3735,0,35,9,1,0
76,2,8,3,2,5,0,4,0,0,27,9,0,0
21,2,8,6,4,2,1,4,0,0,64,9,1,1
78,2,6,4,2,2,4,4,0,4056,38,9,1,0
89,4,12,12,5,12,5,4,0,0,14,9,1,1
82,2,3,1,2,4,5,4,0,0,18,9,1,0
85,2,8,7,2,0,0,4,0,0,43,5,0,1
21,2,12,14,2,4,4,4,0,0,61,9,1,0
73,2,13,11,0,1,4,4,0,0,84,9,1,0
78,2,10,14,2,1,0,4,81121,0,77,9,1,1
49,2,6,12,0,9,3,4,0,0,20,9,1,0
48,5,11,8,4,7,1,4,45647,2229,48,9,0,0
49,2,1,11,0,11,5,0,0,0,7,9,1,0
19,2,7,2,4,13,1,4,0,0,45,9,1,1
35,2,14,1,4,8,1,4,0,0,73,9,1,0
51,2,4,13,5,3,3,4,0,0,71,9,1,0
84,2,9,13,4,7,0,4,0,0,62,9,0,0
42,2,13,10,4,13,5,4,0,0,76,9,0,0
18,2,10,6,4,2,4,4,0,0,89,9,1,1
45,2,15,10,2,12,2,4,54133,0,32,9,0,0
73,2,6,10,4,7,0,4,0,0,19,9,0,0
80,2,10,8,6,7,1,4,0,0,14,9,1,0
40,2,9,12,6,7,1,4,0,0,3,9,1,0
36,2,14,13,2,5,3,4,0,0,66,9,1,1
32,4,6,3,2,13,4,4,33132,0,8,9,1,0
78,5,1,5,4,13,5,4,0,0,54,9,1,0
65,2,3,13,4,7,5,1,72876,0,27,9,0,0
77,4,15,4,0,8,4,4,0,0,77,9,1,1
46,1,12,6,2,8,5,4,71905,693,2,9,0,0
43,2,2,13,2,10,2,4,0,0,9,9,0,1
74,1,12,12,4,6,3,2,0,0,26,9,1,1
61,2,5,10,3,7,4,4,0,0,72,9,1,0
70,2,6,2,0,3,5,4,0,0,83,9,1,0
85,2,6,9,4,12,3,4,66373,0,83,9,1,1
85,5,11,7,0,4,2,4,0,0,64,9,0,1
45,2,14,2,0,5,1,1,0,0,97,9,0,1
81,5,3,11,4,0,0,4,0,0,50,9,1,1
46,2,14,1,2,8,5,4,73293,0,9,9,1,1
74,2,3,6,2,0,2,1,0,0,45,9,0,0
80,2,7,9,4,3,4,4,0,0,98,9,1,1
32,2,7,14,2,10,4,4,0,0,56,9,1,0
40,2,0,14,4,9,4,4,0,0,40,9,1,0
82,2,3,11,4,9,4,4,0,0,86,9,1,0
51,2,7,3,4,1,0,4,0,0,65,9,0,0
71,2,7,15,4,10,4,4,0,0,96,9,1,0
73,2,11,5,4,13,1,4,0,0,67,9,1,0
30,0,11,9,4,3,5,4,0,0,91,9,1,1
72,2,4,15,4,2,1,4,0,3648,88,9,1,1
30,1,14,10,4,1,0,4,0,0,97,9,0,0
42,2,7,10,2,9,4,4,0,0,31,9,0,0
65,1,2,9,5,5,3,4,0,0,67,9,1,0
70,2,5,7,2,6,0,4,0,0,52,9,0,0
18,2,4,5,4,13,5,4,0,0,95,9,1,1
59,2,1,3,2,1,1,4,95644,0,57,9,1,0
35,2,10,3,4,4,4,4,0,0,68,9,1,0
53,2,8,11,2,5,2,4,0,0,23,9,1,0
39,2,15,9,4,5,4,4,0,0,36,9,0,0
42,2,12,11,2,5,2,4,0,0,88,9,0,0
36,3,15,2,0,1,0,4,14712,2925,92,9,0,0
86,2,6,12,4,1,4,2,0,0,25,9,1,0
17,2,1,9,4,5,1,4,0,0,29,9,1,0
27,5,0,10,2,3,1,4,0,0,53,9,0,1
58,2,0,6,2,6,0,4,0,0,6,9,1,0
54,2,13,12,4,4,3,4,0,0,80,9,0,0
87,6,11,10,2,5,5,4,0,0,66,9,0,1
27,2,12,13,4,2,1,4,0,0,56,9,1,0
55,2,3,12,2,9,4,4,0,0,33,9,0,0
55,2,13,2,2,11,0,4,0,0,25,9,1,1
21,2,6,14,4,0,5,4,0,0,78,9,1,0
53,2,10,15,4,10,0,4,0,521,50,9,0,0
88,2,11,15,0,10,0,4,0,0,88,9,1,0
45,2,15,6,4,1,5,4,3948,0,63,9,0,0
58,2,11,15,4,6,5,0,0,0,63,9,1,1
86,2,6,9,2,4,5,4,0,0,23,9,1,0
21,2,11,14,4,10,5,4,0,0,23,9,1,0
36,2,15,9,2,5,0,4,0,0,23,9,0,0
58,2,15,3,3,5,3,4,0,0,6,9,1,1
36,2,13,10,2,6,3,4,0,0,75,9,1,0
88,6,9,14,4,5,3,4,0,0,7,9,0,0
52,2,5,9,4,0,1,4,0,0,21,9,1,0
22,6,7,12,4,2,2,4,0,0,95,9,1,1
31,2,1,6,4,0,3,4,0,0,69,8,0,0
20,5,10,15,2,10,0,4,55424,0,13,9,0,0
35,2,11,5,2,3,3,4,0,0,23,5,1,1
78,2,12,1,2,5,2,4,0,0,45,9,1,0
24,4,5,8,2,8,2,4,0,3714,73,9,1,1
43,2,12,14,0,10,2,2,0,0,53,9,1,1
44,2,5,6,2,12,4,4,0,0,41,9,0,0
37,2,6,13,2,9,4,4,0,0,16,9,0,0
41,2,10,12,0,6,3,4,0,0,24,9,1,1
34,2,12,9,2,4,5,4,0,0,10,9,0,0
64,2,2,5,2,0,4,4,0,792,4,9,0,1
70,2,3,11,4,10,4,4,0,0,85,9,1,1
17,3,14,3,4,7,5,4,0,0,72,9,1,0
74,4,7,15,4,1,3,4,0,0,39,9,0,0
80,2,2,10,2,5,1,4,0,0,41,9,1,1
74,6,7,7,4,13,0,3,0,0,88,0,1,0
68,2,0,10,0,3,2,4,0,0,25,9,0,1
19,2,12,9,2,13,0,0,0,0,55,9,1,1
67,2,9,12,2,6,3,2,0,0,55,9,1,0
77,2,1,10,2,11,0,4,0,0,48,9,1,1
30,2,7,3,6,9,3,4,0,0,32,9,1,0
60,2,12,6,2,12,2,4,0,0,28,9,0,0
20,2,6,3,4,8,4,4,0,0,54,9,1,0
37,4,4,13,4,9,2,4,0,0,44,9,0,0
32,2,1,11,2,2,0,2,0,0,47,9,1,0
40,2,9,8,2,9,0,4,0,0,92,2,1,0
25,2,6,7,2,4,1,4,77581,0,51,9,0,0
49,2,15,6,4,2,3,4,0,0,8,9,1,1
87,4,5,12,2,10,3,4,0,0,49,9,0,0
33,2,14,1,4,9,5,4,0,0,51,9,0,0
74,2,6,5,2,1,4,0,0,0,12,9,1,0
25,2,1,11,0,12,4,4,0,0,92,9,1,1
33,2,15,1,2,10,5,4,0,0,95,7,0,0
47,2,12,10,5,10,1,4,0,0,36,9,1,0
43,2,14,8,4,0,1,4,0,0,74,9,1,0
79,2,8,1,6,7,1,4,0,0,30,9,1,0
18,6,11,12,2,6,5,2,0,0,10,9,0,1
20,2,11,1,4,2,2,4,82690,0,38,9,0,0
20,2,0,9,0,0,3,2,43974,3193,60,9,1,1
62,2,7,3,4,4,3,4,0,0,30,9,1,0
65,6,12,9,2,9,4,4,0,0,43,9,1,0
85,2,5,7,2,1,3,4,0,2981,76,5,1,0
23,2,9,8,4,3,4,2,0,0,18,9,1,0
66,2,2,7,4,12,3,4,0,0,92,9,1,0
78,2,0,12,4,6,0,2,0,0,46,9,0,0
52,2,11,1,2,11,5,4,0,0,62,9,1,1
53,2,12,8,0,2,5,4,0,0,73,9,0,0
79,0,4,15,0,4,5,4,0,0,8,9,1,0
85,2,2,2,0,13,0,2,0,0,40,9,1,1
21,2,10,1,2,5,4,4,0,0,59,9,1,1
52,2,3,6,4,5,3,4,11662,731,22,9,1,1
77,2,1,15,4,11,5,4,0,0,10,9,1,0
82,2,12,9,2,5,0,4,0,0,79,9,1,1
53,2,10,7,4,0,1,4,0,0,58,9,0,0
59,2,0,2,2,4,3,4,0,0,35,1,1,1
65,2,8,8,4,0,2,4,0,0,58,9,1,1
81,1,5,4,4,1,3,4,0,1098,60,9,1,1
22,2,2,6,2,9,2,4,0,0,97,9,0,0
